,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
28531,68,Female,New York,17,38.09,179,0
28557,70,Female,New York,7,70.72,340,1
28567,68,Male,Chicago,13,41.96,240,1
28572,66,Male,Miami,22,53.59,405,1
28577,68,Male,Miami,2,78.42,198,1
28578,69,Female,Chicago,7,93.69,158,0
28580,68,Female,New York,7,47.38,470,1
28601,65,Male,Los Angeles,7,38.48,465,1
28611,69,Male,Miami,16,47.53,406,1
28613,69,Male,Los Angeles,6,54.66,176,1
28618,70,Male,Los Angeles,10,67.09,135,0
28630,68,Female,Houston,12,95.41,435,0
28659,65,Female,Los Angeles,6,86.56,489,0
28667,70,Male,Miami,9,78.77,229,0
28673,67,Female,Chicago,24,75.61,495,1
28681,70,Male,New York,6,93.14,461,0
28683,66,Male,Houston,3,91.84,53,0
28686,67,Male,Miami,12,41.23,212,1
28691,69,Female,Miami,1,47.14,270,0
28692,69,Male,Houston,22,64.96,123,0
28700,70,Male,Los Angeles,20,46.31,122,0
28730,65,Female,Los Angeles,8,34.71,304,1
28737,65,Female,Chicago,19,34.67,107,1
28747,65,Female,Houston,3,71.18,141,0
28757,65,Female,New York,24,98.53,236,0
28768,65,Female,Houston,3,78.34,248,1
28774,69,Female,Los Angeles,7,59.14,290,1
28775,65,Male,Los Angeles,16,87.33,246,0
28783,66,Male,New York,6,76.86,328,0
28788,65,Female,Los Angeles,12,36.64,185,0
28820,69,Female,Chicago,5,54.1,388,1
28821,69,Male,Chicago,19,41.4,484,1
28835,66,Female,Los Angeles,14,40.82,93,1
28839,67,Female,Chicago,6,53.48,337,0
28840,67,Male,Los Angeles,9,93.08,414,1
28852,67,Male,Los Angeles,20,60.58,492,1
28857,65,Female,Houston,5,52.96,371,0
28863,68,Male,Miami,1,42.78,478,1
28867,65,Male,Los Angeles,11,60.27,346,1
28868,65,Male,Chicago,9,36.35,233,0
28883,69,Male,Los Angeles,16,36.36,92,1
28887,65,Female,Los Angeles,18,54.85,202,0
28890,67,Female,Miami,10,65.9,476,1
28903,68,Male,Miami,2,73.73,414,0
28921,66,Female,Los Angeles,14,50.29,119,0
28930,67,Male,Houston,9,91.41,326,0
28939,70,Male,Houston,11,36.23,76,0
28944,67,Female,Chicago,4,98.08,302,0
28953,65,Male,New York,18,98.87,203,1
28958,69,Male,Houston,19,70.74,306,1
28959,67,Male,Los Angeles,4,65.23,300,1
28965,66,Male,Los Angeles,6,93.57,93,0
28972,67,Male,Los Angeles,24,65.76,312,1
28984,66,Male,Chicago,19,91.93,136,1
28992,68,Male,Los Angeles,16,53.34,169,1
29001,69,Female,Miami,13,82.73,304,1
29002,70,Male,Houston,21,73.76,202,1
29015,66,Male,Houston,1,77.23,413,1
29016,68,Male,Los Angeles,6,86.04,345,1
29055,66,Male,Los Angeles,7,96.99,174,0
29071,69,Male,Chicago,15,52.91,181,0
29089,70,Male,Miami,11,36.35,496,1
29095,69,Male,Los Angeles,10,49.16,487,1
29104,65,Male,Los Angeles,4,90.73,106,0
29107,67,Male,Los Angeles,2,44.65,142,0
29110,68,Male,Miami,11,64.7,114,0
29115,70,Male,Miami,16,51.26,288,1
29118,69,Male,New York,1,36.31,184,1
29121,70,Male,Chicago,17,57.97,274,0
29127,67,Female,Chicago,18,55.08,199,0
29128,66,Female,New York,10,58.23,119,0
29132,69,Female,Miami,17,44.33,206,0
29148,67,Female,Miami,12,51.51,451,0
29158,68,Male,Miami,20,41.38,300,1
29160,69,Male,Chicago,22,76.96,113,1
29182,68,Male,New York,12,54.62,122,0
29184,69,Female,Los Angeles,10,66.33,436,0
29206,65,Male,New York,13,94.01,261,0
29216,67,Male,Los Angeles,20,49.24,214,1
29217,67,Male,Los Angeles,2,38.31,492,1
29223,68,Male,Houston,22,52.79,220,1
29227,67,Female,Los Angeles,3,74.93,219,1
29228,67,Female,Chicago,20,45.86,122,0
29236,67,Male,New York,8,85.25,351,1
29239,65,Female,New York,9,39.57,406,1
29246,66,Female,Miami,9,72.28,498,0
29249,66,Female,Chicago,18,75.37,139,0
29254,69,Female,Los Angeles,24,32.47,135,0
29284,65,Male,Chicago,4,96.08,293,0
29304,67,Male,Miami,10,71.15,472,1
29311,66,Female,Miami,11,62.21,410,1
29320,67,Male,Los Angeles,11,63.74,302,1
29326,65,Male,Miami,3,33.64,391,0
29333,67,Female,Miami,2,94.35,389,1
29337,68,Male,New York,13,80.2,497,1
29348,66,Female,Los Angeles,11,48.99,302,0
29376,67,Male,Miami,3,74.73,308,1
29388,70,Female,Chicago,7,78.12,134,1
29398,67,Male,Chicago,20,57.26,361,1
29407,67,Male,Chicago,8,62.05,194,0
29408,70,Male,Chicago,21,99.62,146,0
29428,69,Female,Los Angeles,1,43.26,294,1
29439,65,Female,New York,21,60.43,357,1
29452,66,Female,New York,6,74.62,270,1
29454,66,Male,Miami,22,32.43,264,1
29458,68,Male,Houston,6,58.91,144,0
29462,69,Male,Los Angeles,22,44.75,135,1
29467,69,Female,Houston,1,51.65,136,0
29471,69,Female,Houston,4,47.55,103,1
29475,69,Female,Houston,19,69.1,273,1
29478,68,Male,Los Angeles,21,82.66,129,1
29487,65,Female,New York,22,44.95,320,0
29502,70,Male,Chicago,7,71.8,395,0
29515,69,Female,New York,15,88.55,237,1
29517,70,Female,Houston,19,36.26,204,1
29551,68,Male,Houston,1,34.19,264,0
29565,66,Female,Chicago,19,41.54,51,0
29568,66,Female,New York,19,77.79,253,0
29570,68,Female,Houston,10,56.05,331,1
29579,65,Female,Chicago,12,58.47,153,0
29588,66,Male,Chicago,10,81.69,382,1
29613,65,Female,Chicago,14,31.86,379,0
29614,65,Female,Chicago,9,40.87,332,1
29623,66,Male,Chicago,8,69.29,400,1
29639,67,Male,Miami,16,75.65,474,1
29652,70,Female,Miami,19,59.76,423,1
29664,65,Female,Houston,2,96.93,164,0
29682,70,Male,Los Angeles,5,77.85,104,0
29690,70,Male,Miami,2,42.36,109,0
29707,66,Female,Houston,4,32.22,395,0
29710,67,Male,Houston,3,43.06,55,0
29720,67,Male,Miami,14,77.98,459,1
29722,67,Male,Miami,24,99.38,460,0
29725,69,Female,Miami,16,39.64,129,0
29733,66,Male,Miami,16,61.25,485,1
29740,67,Female,Los Angeles,23,98.87,323,0
29743,65,Female,Chicago,11,58.97,488,1
29756,67,Female,New York,16,78.61,151,1
29762,65,Male,Chicago,7,91.92,390,0
29766,68,Female,Miami,2,85.17,302,0
29772,69,Male,Houston,16,59.62,68,1
29775,70,Male,Miami,23,79.59,239,1
29784,66,Male,Houston,15,90.75,136,0
29794,65,Male,Los Angeles,13,82.87,459,1
29799,68,Female,Chicago,5,80.51,80,1
29809,70,Female,Houston,5,43.92,106,0
29826,67,Female,New York,5,96.27,469,0
29829,66,Female,Houston,7,36.25,140,1
29834,69,Male,New York,11,97.76,54,0
29835,69,Female,Miami,12,62.42,333,1
29839,68,Female,Miami,3,47.22,207,1
29855,65,Male,New York,12,89.2,460,0
29878,65,Female,New York,24,68.93,138,1
29890,66,Female,Houston,21,88.62,377,0
29893,68,Female,Los Angeles,20,92.42,234,0
29894,68,Female,Houston,17,89.23,305,1
29914,67,Male,Los Angeles,8,58.4,281,0
29928,65,Male,Miami,11,90.68,390,0
29934,68,Male,New York,5,42.66,429,0
29949,66,Male,New York,16,56.21,327,0
29952,67,Female,Miami,18,48.79,87,0
29957,65,Male,Chicago,9,61.46,189,1
29962,68,Male,Houston,5,95.67,104,0
29968,67,Female,New York,10,89.46,371,0
29970,69,Male,New York,13,81.66,481,1
29985,67,Male,Chicago,3,70.97,342,1
29989,70,Female,Miami,14,87.08,280,0
30015,66,Male,Chicago,8,37.39,351,1
30017,69,Male,Houston,14,71.44,472,1
30041,68,Male,New York,3,71.59,277,0
30053,67,Male,New York,6,76.91,324,1
30056,70,Male,Los Angeles,14,93.99,449,0
30058,66,Female,Chicago,9,35.66,397,1
30076,67,Female,Chicago,21,80.89,176,0
30080,65,Female,Houston,24,43.93,392,0
30087,68,Female,Houston,4,64.68,253,0
30089,67,Male,Los Angeles,1,65.3,226,1
30091,67,Male,Miami,5,81.94,415,0
30093,65,Female,Houston,3,38.08,350,1
30095,68,Male,Miami,16,50.83,152,0
30109,70,Male,Miami,9,57.8,390,0
30116,70,Male,New York,17,77.87,401,0
30121,70,Female,Miami,13,98.15,341,0
30125,69,Female,Chicago,14,40.73,140,0
30133,67,Male,New York,11,84.44,257,1
30139,65,Male,Miami,10,92.9,467,0
30142,67,Male,Houston,24,88.97,340,1
30143,69,Female,Houston,21,93.3,494,0
30145,69,Male,Miami,8,44.94,201,1
30148,68,Male,Los Angeles,11,87.64,345,1
30154,68,Female,Los Angeles,23,83.37,359,1
30161,68,Male,Los Angeles,23,40.01,394,1
30163,70,Male,New York,15,62.37,94,0
30167,66,Male,Houston,22,59.58,118,1
30170,70,Female,Miami,19,70.62,465,0
30178,69,Female,Houston,9,89.65,361,1
30189,65,Male,Los Angeles,6,43.63,90,1
30191,68,Female,Houston,17,44.51,160,1
30203,66,Female,Miami,21,55.27,416,0
30212,70,Female,Houston,18,85.09,106,0
30232,67,Female,New York,12,41.74,495,1
30238,69,Male,Chicago,15,80.45,143,1
30248,69,Male,Chicago,23,74.57,464,0
30259,68,Female,Los Angeles,13,53.34,430,1
30265,69,Female,Miami,24,55.31,124,0
30282,67,Male,Houston,7,93.62,377,1
30284,67,Female,Chicago,22,67.12,280,1
30299,67,Female,Los Angeles,9,89.34,429,0
30335,65,Female,Los Angeles,15,85.15,192,0
30340,66,Female,New York,8,76.45,426,1
30347,67,Male,Houston,4,74.85,301,1
30348,66,Female,New York,21,83.86,329,0
30354,69,Male,Houston,2,91.34,359,1
30372,66,Male,Miami,11,45.94,189,1
30393,66,Male,New York,23,61.71,105,1
30395,70,Male,New York,4,77.07,396,1
30401,66,Male,Houston,15,80.58,494,1
30420,70,Female,Los Angeles,18,82.32,416,0
30421,65,Male,New York,9,76.6,218,1
30428,67,Female,New York,20,47.22,448,1
30438,69,Male,Miami,15,89.34,442,0
30446,65,Male,Houston,11,86.88,328,1
30461,69,Male,Chicago,12,51.66,408,1
30476,65,Male,Miami,18,90.37,434,0
30490,66,Female,New York,3,87.02,223,0
30494,65,Male,Miami,4,39.67,359,0
30504,66,Male,Miami,24,86.73,383,0
30509,65,Male,New York,23,91.91,184,0
30510,70,Male,Houston,11,31.14,292,1
30530,70,Male,Los Angeles,17,82.7,156,1
30532,68,Female,New York,19,41.78,482,1
30569,69,Male,Chicago,20,65.03,264,0
30578,68,Male,Houston,4,35.84,434,0
30579,69,Female,Los Angeles,2,74.25,337,1
30584,65,Female,Houston,10,33.38,208,1
30601,67,Female,Houston,12,98.43,376,0
30610,70,Male,New York,9,40.31,276,0
30616,69,Male,Los Angeles,7,71.18,165,1
30620,67,Female,Chicago,8,79.03,278,1
30621,66,Female,Miami,21,54.4,258,0
30628,69,Male,New York,4,30.69,342,1
30631,70,Female,Chicago,12,65.47,500,1
30642,68,Male,Houston,22,92.09,332,1
30670,70,Male,Houston,11,37.07,340,1
30677,67,Male,Miami,5,86.52,391,1
30686,69,Male,Los Angeles,2,61.59,278,0
30690,69,Female,Houston,19,93.06,257,0
30700,67,Female,Miami,3,85.19,389,1
30709,68,Male,Houston,15,82.94,425,1
30712,66,Female,Miami,8,89.34,411,1
30720,66,Male,Chicago,18,49.37,278,1
30730,68,Female,Miami,12,66.98,232,0
30732,65,Female,Los Angeles,5,57.61,58,1
30738,69,Female,Chicago,5,88.71,144,1
30753,68,Male,Los Angeles,9,52.46,63,1
30760,67,Male,Chicago,8,65.5,153,0
30763,68,Male,New York,5,46.55,465,1
30781,69,Female,Los Angeles,1,36.67,449,1
30786,65,Female,Los Angeles,5,41.04,356,0
30800,67,Female,Houston,5,49.06,359,1
30803,68,Female,Los Angeles,4,40.21,442,1
30814,66,Female,New York,22,30.12,235,0
30818,67,Male,Los Angeles,13,38.39,407,1
30845,66,Female,New York,1,70.24,427,1
30852,67,Male,New York,21,95.22,406,1
30856,70,Female,New York,21,74.96,420,0
30890,65,Female,New York,12,56.55,188,0
30908,67,Female,Los Angeles,1,86.92,496,0
30913,70,Male,New York,7,43.97,110,1
30918,69,Female,Chicago,8,98.85,130,1
30920,69,Female,Chicago,11,56.35,166,1
30924,65,Female,New York,20,74.88,230,1
30928,67,Female,Los Angeles,23,81.32,366,0
30947,69,Male,Houston,15,69.94,52,0
30961,66,Female,Miami,22,34.82,219,1
30968,67,Female,Los Angeles,5,35.3,145,0
30971,67,Female,Los Angeles,12,36.2,454,0
30976,70,Male,Chicago,3,61.21,299,1
30978,68,Male,Houston,15,78.99,283,0
30995,65,Male,New York,5,36.29,155,0
31005,67,Male,New York,6,71.99,303,1
31006,67,Male,New York,8,54.27,162,1
31014,67,Female,Los Angeles,5,36.61,468,1
31016,65,Male,Chicago,13,61.06,144,1
31022,67,Male,Los Angeles,10,60.13,309,1
31034,66,Female,Miami,10,37.84,61,0
31035,66,Female,Houston,7,37.25,89,0
31036,69,Male,New York,20,84.29,81,1
31057,66,Male,Chicago,14,49.61,380,0
31062,70,Male,Los Angeles,10,65.46,418,0
31079,67,Female,Los Angeles,3,39.56,365,0
31082,65,Male,Los Angeles,21,94.39,202,0
31092,68,Male,Los Angeles,16,71.17,108,0
31102,66,Male,Los Angeles,3,30.14,266,1
31114,68,Female,Chicago,20,77.05,106,1
31115,69,Female,Houston,8,73.62,169,1
31121,66,Female,New York,12,78.06,180,1
31145,68,Male,Los Angeles,21,68.79,265,0
31156,66,Male,Chicago,11,63.42,151,0
31159,66,Male,Houston,20,55.2,333,0
31162,66,Female,Chicago,12,82.3,490,0
31165,70,Male,Los Angeles,2,30.97,65,1
31166,65,Female,Miami,19,45.91,138,0
31167,68,Male,Houston,17,93.81,86,0
31170,69,Male,Houston,23,87.08,344,0
31181,70,Male,New York,2,53.94,77,1
31190,68,Female,Houston,10,93.59,268,1
31198,66,Female,New York,18,73.75,79,0
31199,65,Male,Chicago,10,97.76,198,0
31200,65,Female,Houston,5,65.18,181,0
31207,68,Male,New York,23,95.51,432,1
31208,70,Female,Miami,6,72.36,199,1
31211,65,Male,Los Angeles,3,73.9,455,1
31222,68,Male,Houston,21,50.88,270,1
31225,67,Male,Houston,16,82.01,232,1
31233,68,Female,Miami,18,50.26,386,1
31279,68,Female,Los Angeles,22,66.69,144,0
31280,66,Female,Chicago,5,99.96,214,0
31282,67,Male,Los Angeles,21,48.78,108,0
31303,66,Female,Miami,12,72.94,428,1
31308,70,Female,New York,3,56.82,429,0
31317,69,Male,Chicago,11,54.86,145,0
31323,70,Male,Miami,20,83.44,212,1
31326,70,Male,New York,21,59.09,254,1
31329,70,Male,Chicago,4,82.7,393,1
31335,65,Female,Miami,23,87.48,220,0
31341,67,Female,Los Angeles,6,77.78,156,1
31343,67,Female,Houston,7,75.0,305,0
31344,70,Male,Los Angeles,7,31.3,411,0
31348,66,Male,Miami,9,61.04,112,0
31349,66,Female,Los Angeles,23,82.26,167,0
31351,66,Female,Miami,18,45.3,354,0
31367,65,Male,Los Angeles,21,76.33,391,0
31374,66,Male,Chicago,9,86.06,100,1
31378,68,Female,Los Angeles,7,40.56,344,0
31383,66,Male,Los Angeles,14,69.62,84,0
31391,68,Female,New York,2,86.76,482,1
31403,68,Female,Houston,5,84.08,476,0
31404,69,Female,Miami,23,30.63,218,1
31406,67,Female,New York,23,98.13,162,0
31419,69,Male,Miami,5,35.92,334,0
31428,66,Female,New York,17,41.35,289,0
31431,65,Male,Chicago,12,45.75,119,1
31432,69,Male,New York,3,68.15,322,0
31434,67,Male,Los Angeles,4,70.6,150,0
31445,68,Female,Los Angeles,16,81.12,412,0
31447,68,Female,New York,12,72.77,132,0
31452,68,Female,Los Angeles,22,52.04,76,0
31460,66,Female,Miami,18,35.57,151,1
31472,67,Female,Chicago,1,71.28,339,1
31486,66,Male,Chicago,9,40.51,131,1
31489,68,Male,Miami,8,81.47,441,0
31498,66,Female,Miami,11,62.8,187,1
31507,70,Female,New York,11,30.52,444,0
31508,66,Female,Miami,19,74.41,301,0
31510,65,Female,Miami,12,44.72,403,0
31511,66,Male,Chicago,12,80.76,256,0
31520,67,Male,Miami,22,48.11,308,0
31521,69,Female,New York,21,47.61,286,1
31525,70,Female,New York,11,93.35,474,0
31533,69,Male,Los Angeles,21,71.34,332,1
31552,68,Male,New York,3,46.73,334,0
31558,68,Male,Chicago,12,37.3,369,1
31562,65,Male,Los Angeles,2,55.34,62,1
31572,70,Male,Houston,10,74.0,429,0
31577,66,Female,Chicago,17,40.46,58,1
31599,68,Female,Houston,14,74.42,84,0
31600,68,Female,New York,7,64.26,199,0
31601,66,Female,Miami,11,98.78,290,0
31614,65,Male,Miami,2,30.69,457,0
31617,68,Female,New York,6,86.77,357,1
31620,65,Female,Miami,16,63.98,103,1
31626,68,Male,Los Angeles,22,65.79,343,0
31645,66,Male,Chicago,2,44.16,122,0
31648,65,Female,Miami,3,91.58,353,1
31654,68,Female,Los Angeles,11,73.99,368,1
31656,65,Male,New York,21,87.34,148,0
31664,65,Female,Miami,23,79.64,440,0
31683,70,Female,Chicago,8,92.19,211,0
31686,68,Female,New York,17,52.6,348,0
31694,68,Male,Chicago,5,89.14,262,0
31699,70,Male,Miami,9,90.2,138,1
31707,66,Male,New York,17,94.98,403,0
31713,68,Female,Chicago,6,52.36,200,1
31722,66,Male,New York,23,34.15,222,0
31738,69,Male,New York,8,66.06,309,1
31741,67,Male,Chicago,23,98.69,146,0
31748,66,Male,Los Angeles,19,34.69,198,1
31751,66,Male,Chicago,11,65.06,68,0
31757,69,Female,Houston,1,64.06,319,0
31770,66,Male,Los Angeles,19,72.16,434,0
31776,70,Male,Houston,12,98.74,313,1
31781,68,Female,Miami,4,33.5,278,1
31784,67,Male,Miami,22,71.81,55,1
31797,66,Female,Los Angeles,20,96.76,457,0
31815,70,Female,New York,15,91.58,434,1
31816,66,Male,Miami,3,98.3,104,1
31819,67,Male,New York,22,98.29,298,1
31827,68,Female,Los Angeles,19,46.76,318,0
31832,67,Female,Chicago,11,73.31,373,0
31847,65,Male,Miami,23,57.16,344,0
31850,69,Male,Chicago,8,47.97,290,1
31867,68,Male,Los Angeles,7,92.84,489,0
31870,70,Female,Chicago,5,90.66,307,1
31881,68,Male,Chicago,24,66.87,427,1
31882,65,Female,Los Angeles,18,53.61,465,0
31893,69,Female,Miami,15,39.2,181,0
31916,69,Female,Chicago,22,62.6,178,1
31941,67,Male,Los Angeles,2,61.34,358,1
31952,69,Female,Houston,5,94.59,63,1
31954,65,Female,Chicago,3,40.78,210,1
31963,67,Female,Miami,21,78.3,361,0
32012,67,Female,Miami,16,87.0,65,0
32028,65,Male,Miami,14,45.69,110,0
32032,67,Male,Chicago,6,47.08,455,0
32035,69,Male,Houston,24,94.02,216,1
32037,67,Female,New York,7,53.53,155,0
32057,69,Female,Los Angeles,10,65.52,386,0
32058,70,Male,Los Angeles,13,45.17,359,1
32061,65,Male,Houston,22,96.6,441,1
32063,67,Female,Miami,22,96.83,117,0
32064,69,Female,Chicago,6,54.92,294,1
32081,66,Female,Miami,8,85.76,494,1
32137,70,Male,New York,21,56.82,377,0
32142,65,Male,Los Angeles,17,39.27,198,0
32143,67,Male,Houston,24,48.44,472,0
32153,65,Female,Miami,12,90.43,431,0
32156,69,Male,Chicago,3,46.67,178,1
32171,68,Male,Houston,14,69.02,102,0
32182,70,Female,New York,8,74.12,113,0
32185,68,Female,Miami,18,74.21,71,0
32191,65,Male,Houston,5,64.82,133,1
32192,69,Female,Miami,5,95.56,421,0
32196,70,Female,New York,21,85.61,413,1
32197,69,Male,New York,22,80.98,194,0
32213,69,Male,Chicago,23,77.96,89,0
32222,67,Male,Houston,10,73.78,359,1
32223,66,Female,New York,17,82.71,281,0
32227,68,Male,New York,22,59.28,260,0
32237,68,Female,Los Angeles,16,90.56,428,1
32248,70,Female,Houston,22,64.07,243,0
32257,66,Male,Houston,6,46.82,191,0
32260,67,Male,Chicago,19,95.88,325,0
32261,66,Male,Houston,21,65.75,252,0
32271,70,Male,Los Angeles,2,94.71,343,0
32273,65,Male,Houston,18,63.26,384,0
32288,69,Male,Miami,18,94.79,263,1
32291,66,Female,Houston,14,31.24,346,1
32297,67,Male,Houston,9,71.4,473,1
32313,68,Female,Houston,15,77.54,394,1
32330,65,Male,New York,15,99.54,92,0
32332,65,Male,New York,12,70.41,59,0
32337,69,Male,New York,13,92.59,383,0
32361,68,Female,Chicago,6,48.77,146,1
32367,66,Male,Miami,9,84.84,168,0
32370,65,Female,Miami,9,59.83,433,0
32380,70,Female,New York,23,31.04,350,0
32386,65,Male,Chicago,14,93.07,74,0
32402,65,Female,Los Angeles,22,93.93,309,0
32411,66,Female,Los Angeles,10,46.7,195,1
32416,65,Male,Los Angeles,11,81.36,359,1
32422,68,Male,Chicago,22,48.09,436,1
32428,70,Female,Chicago,7,97.06,371,0
32435,67,Male,New York,16,35.99,188,0
32450,67,Male,Miami,6,40.75,177,0
32457,69,Male,New York,20,83.16,200,0
32467,70,Female,New York,19,94.18,346,0
32475,67,Female,Chicago,20,59.99,277,0
32484,66,Male,New York,10,87.17,130,1
32487,70,Female,Chicago,5,82.59,273,0
32490,66,Male,Miami,12,79.95,379,0
32505,70,Female,New York,15,85.77,358,1
32522,65,Female,Miami,9,95.34,129,1
32554,69,Male,Los Angeles,11,95.7,420,0
32577,70,Male,New York,10,46.41,252,1
32578,67,Male,New York,14,54.72,145,1
32583,66,Female,Los Angeles,4,47.66,99,0
32599,66,Male,Miami,5,92.95,61,1
32608,66,Female,Los Angeles,13,49.6,74,0
32610,66,Male,Houston,18,87.81,399,0
32612,66,Male,Chicago,17,62.31,117,1
32621,69,Male,Houston,12,76.71,450,0
32626,65,Male,Los Angeles,9,67.17,464,1
32650,68,Male,Chicago,4,66.56,286,1
32655,65,Male,Los Angeles,17,61.28,254,0
32683,68,Male,Chicago,3,48.89,406,1
32696,70,Female,Miami,14,84.85,226,0
32704,67,Female,Houston,6,38.68,171,0
32705,68,Female,New York,1,46.2,158,0
32712,70,Female,Houston,2,83.69,433,1
32735,65,Male,Chicago,10,43.59,346,1
32764,67,Female,Houston,12,95.47,442,0
32783,68,Male,Chicago,5,52.77,189,1
32789,70,Male,New York,12,40.42,124,0
32791,68,Female,Houston,16,86.34,218,1
32796,65,Female,Chicago,19,40.41,324,1
32798,66,Male,Miami,12,86.12,436,1
32799,65,Female,Miami,3,36.47,228,0
32800,68,Female,Chicago,10,32.13,115,1
32803,67,Male,Houston,23,43.59,99,1
32811,70,Male,Miami,8,94.57,331,1
32815,69,Female,Chicago,22,51.3,379,1
32832,65,Female,Houston,22,42.85,65,1
32845,65,Female,New York,11,48.0,361,0
32847,65,Female,New York,11,53.53,224,0
32848,69,Female,Houston,23,81.49,207,1
32863,70,Female,Houston,4,41.81,152,0
32867,68,Male,Miami,6,54.65,63,1
32870,66,Female,Los Angeles,23,70.77,438,1
32876,65,Male,Chicago,5,74.52,389,0
32888,68,Female,New York,13,35.49,238,1
32900,65,Female,Miami,5,42.16,376,1
32915,66,Female,Miami,2,80.02,56,1
32940,68,Female,Chicago,23,84.36,304,0
32945,69,Female,Los Angeles,18,60.95,130,0
32961,66,Female,Los Angeles,23,45.14,385,0
32963,68,Female,Houston,19,82.43,175,0
32971,66,Male,Chicago,18,37.73,402,0
33021,68,Male,Los Angeles,24,83.75,307,1
33029,65,Female,Miami,17,89.66,81,1
33034,65,Female,Miami,12,49.74,103,1
33045,68,Male,Houston,16,68.59,300,0
33101,66,Female,Los Angeles,18,97.56,237,0
33111,69,Male,Miami,14,86.67,205,0
33120,68,Female,New York,1,91.56,255,0
33129,66,Female,Los Angeles,22,95.74,206,0
33139,69,Female,Chicago,13,54.61,168,0
33171,69,Female,New York,13,48.38,482,0
33174,67,Male,Chicago,6,81.33,483,1
33175,70,Male,Chicago,23,47.9,206,0
33179,68,Female,Chicago,20,94.57,447,0
33188,70,Female,Miami,21,61.39,343,1
33192,67,Female,Chicago,14,50.74,406,1
33198,66,Female,Miami,12,90.51,89,1
33226,70,Female,Los Angeles,24,92.46,174,0
33229,66,Female,Chicago,20,61.01,353,1
33233,69,Male,Los Angeles,14,46.39,370,1
33234,68,Male,Chicago,3,48.03,257,1
33255,70,Male,Miami,19,88.49,156,0
33267,69,Female,Miami,13,71.48,425,1
33293,65,Male,Miami,6,49.69,244,0
33302,69,Male,Los Angeles,11,68.44,175,0
33305,68,Female,Chicago,19,31.9,148,1
33308,65,Female,Houston,8,65.37,237,0
33315,69,Male,Los Angeles,21,80.26,265,0
33316,65,Female,New York,15,83.64,156,1
33317,70,Male,Houston,6,56.44,201,1
33320,65,Male,Miami,5,58.93,439,1
33343,69,Female,Houston,14,91.18,330,0
33358,65,Male,Los Angeles,17,80.7,298,1
33361,69,Female,New York,19,91.73,476,0
33367,70,Female,Miami,7,33.65,394,1
33373,68,Female,Los Angeles,3,85.15,348,1
33383,65,Male,Houston,15,61.16,220,1
33386,70,Female,Houston,8,43.27,417,0
33394,69,Female,Chicago,20,60.33,242,1
33404,65,Female,Los Angeles,3,45.85,465,0
33409,67,Male,Houston,18,87.01,432,1
33426,67,Female,Los Angeles,12,88.8,253,1
33443,66,Male,Los Angeles,6,40.56,497,1
33450,70,Male,Chicago,23,57.76,322,1
33463,69,Female,Chicago,3,85.07,73,1
33464,66,Male,Los Angeles,13,80.33,481,0
33470,70,Female,New York,12,44.29,65,0
33474,66,Female,Miami,13,39.61,329,1
